Curso,Unidade de execução,Turno,Turma,Inscritos no turno,Dia da Semana,Início,Fim,Dia,Características da sala pedida para a aula,Sala da aula,Lotação,"Características reais da sala"
"LCP, LS, LS-PL",Análise de Dados em Ciências Sociais - Descritiva,L5400TP06,S-PL-A2,30,Ter,19:30:00,21:00:00,29/11/2022,Laboratório de Informática,D1.10,20,"Horário sala visível portal público, Laboratório de Informática"
"LCP, LS, LS-PL",Análise de Dados em Ciências Sociais - Descritiva,L5400TP06,S-PL-A2,30,Ter,19:30:00,21:00:00,22/11/2022,Laboratório de Informática,D1.11,22,"Horário sala visível portal público, Laboratório de Informática"
"LCP, LS, LS-PL",Análise de Dados em Ciências Sociais - Descritiva,L5400TP06,S-PL-A2,30,Ter,19:30:00,21:00:00,15/11/2022,Laboratório de Informática,D1.11,22,"Horário sala visível portal público, Laboratório de Informática"
"LCP, LS, LS-PL",Análise de Dados em Ciências Sociais - Descritiva,L5400TP06,S-PL-A2,30,Ter,19:30:00,21:00:00,08/11/2022,Laboratório de Informática,D1.11,22,"Horário sala visível portal público, Laboratório de Informática"
"LCP, LS, LS-PL",Análise de Dados em Ciências Sociais - Descritiva,L5400TP06,S-PL-A2,30,Ter,19:30:00,21:00:00,25/10/2022,Laboratório de Informática,D1.11,22,"Horário sala visível portal público, Laboratório de Informática"
"LCP, LS, LS-PL",Análise de Dados em Ciências Sociais - Descritiva,L5400TP06,S-PL-A2,30,Ter,19:30:00,21:00:00,18/10/2022,Laboratório de Informática,D1.11,22,"Horário sala visível portal público, Laboratório de Informática"
"LCP, LS, LS-PL",Análise de Dados em Ciências Sociais - Descritiva,L5400TP06,S-PL-A2,30,Ter,19:30:00,21:00:00,11/10/2022,Laboratório de Informática,D1.11,22,"Horário sala visível portal público, Laboratório de Informática"
"LCP, LS, LS-PL",Análise de Dados em Ciências Sociais - Descritiva,L5400TP06,S-PL-A2,30,Ter,19:30:00,21:00:00,04/10/2022,Laboratório de Informática,D1.11,22,"Horário sala visível portal público, Laboratório de Informática"
"LCP, LS, LS-PL",Análise de Dados em Ciências Sociais - Descritiva,L5400TP06,S-PL-A2,30,Ter,19:30:00,21:00:00,27/09/2022,Laboratório de Informática,D1.06,28,"Horário sala visível portal público, Laboratório de Informática"
"LCP, LS, LS-PL",Análise de Dados em Ciências Sociais - Descritiva,L5400TP06,S-PL-A2,30,Ter,18:00:00,19:30:00,29/11/2022,Laboratório de Informática,D1.10,20,"Horário sala visível portal público, Laboratório de Informática"
"LCP, LS, LS-PL",Análise de Dados em Ciências Sociais - Descritiva,L5400TP06,S-PL-A2,30,Ter,18:00:00,19:30:00,22/11/2022,Laboratório de Informática,D1.11,22,"Horário sala visível portal público, Laboratório de Informática"
"LCP, LS, LS-PL",Análise de Dados em Ciências Sociais - Descritiva,L5400TP06,S-PL-A2,30,Ter,18:00:00,19:30:00,15/11/2022,Laboratório de Informática,D1.11,22,"Horário sala visível portal público, Laboratório de Informática"
"LCP, LS, LS-PL",Análise de Dados em Ciências Sociais - Descritiva,L5400TP06,S-PL-A2,30,Ter,18:00:00,19:30:00,08/11/2022,Laboratório de Informática,D1.11,22,"Horário sala visível portal público, Laboratório de Informática"
"LCP, LS, LS-PL",Análise de Dados em Ciências Sociais - Descritiva,L5400TP06,S-PL-A2,30,Ter,18:00:00,19:30:00,25/10/2022,Laboratório de Informática,D1.11,22,"Horário sala visível portal público, Laboratório de Informática"
"LCP, LS, LS-PL",Análise de Dados em Ciências Sociais - Descritiva,L5400TP06,S-PL-A2,30,Ter,18:00:00,19:30:00,18/10/2022,Laboratório de Informática,D1.11,22,"Horário sala visível portal público, Laboratório de Informática"
"LCP, LS, LS-PL",Análise de Dados em Ciências Sociais - Descritiva,L5400TP06,S-PL-A2,30,Ter,18:00:00,19:30:00,11/10/2022,Laboratório de Informática,D1.11,22,"Horário sala visível portal público, Laboratório de Informática"
"LCP, LS, LS-PL",Análise de Dados em Ciências Sociais - Descritiva,L5400TP06,S-PL-A2,30,Ter,18:00:00,19:30:00,04/10/2022,Laboratório de Informática,D1.11,22,"Horário sala visível portal público, Laboratório de Informática"
"LCP, LS, LS-PL",Análise de Dados em Ciências Sociais - Descritiva,L5400TP06,S-PL-A2,30,Ter,18:00:00,19:30:00,27/09/2022,Laboratório de Informática,D1.06,28,"Horário sala visível portal público, Laboratório de Informática"
METI,Inteligência e Gestão de Redes e Serviços,M8390T02,METI-PL-A1,29,Sex,19:30:00,21:00:00,21/10/2022,BYOD (Bring Your Own Device),D1.07,27,"Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público"
METI,Inteligência e Gestão de Redes e Serviços,M8390T02,METI-PL-A1,29,Sex,19:30:00,21:00:00,14/10/2022,BYOD (Bring Your Own Device),D1.07,27,"Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público"
METI,Inteligência e Gestão de Redes e Serviços,M8390T02,METI-PL-A1,29,Sex,19:30:00,21:00:00,07/10/2022,BYOD (Bring Your Own Device),D1.07,27,"Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público"
METI,Inteligência e Gestão de Redes e Serviços,M8390T02,METI-PL-A1,29,Sex,19:30:00,21:00:00,30/09/2022,BYOD (Bring Your Own Device),D1.07,27,"Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público"
METI,Inteligência e Gestão de Redes e Serviços,M8390T02,METI-PL-A1,29,Sex,19:30:00,21:00:00,23/09/2022,BYOD (Bring Your Own Device),D1.07,27,"Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público"
METI,Inteligência e Gestão de Redes e Serviços,M8390T02,METI-PL-A1,29,Sex,18:00:00,19:30:00,21/10/2022,BYOD (Bring Your Own Device),D1.07,27,"Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público"
METI,Inteligência e Gestão de Redes e Serviços,M8390T02,METI-PL-A1,29,Sex,18:00:00,19:30:00,14/10/2022,BYOD (Bring Your Own Device),D1.07,27,"Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público"
METI,Inteligência e Gestão de Redes e Serviços,M8390T02,METI-PL-A1,29,Sex,18:00:00,19:30:00,07/10/2022,BYOD (Bring Your Own Device),D1.07,27,"Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público"
METI,Inteligência e Gestão de Redes e Serviços,M8390T02,METI-PL-A1,29,Sex,18:00:00,19:30:00,30/09/2022,BYOD (Bring Your Own Device),D1.07,27,"Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público"
METI,Inteligência e Gestão de Redes e Serviços,M8390T02,METI-PL-A1,29,Sex,18:00:00,19:30:00,23/09/2022,BYOD (Bring Your Own Device),D1.07,27,"Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público"
"LCD, LCD-PL",Inteligência Artificial Simbólica para Ciência de Dados,03605TP01,CDC1,28,Ter,13:00:00,14:30:00,29/11/2022,BYOD (Bring Your Own Device),D1.07,27,"Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público"
"LCD, LCD-PL",Inteligência Artificial Simbólica para Ciência de Dados,03605TP01,CDC1,28,Ter,13:00:00,14:30:00,22/11/2022,BYOD (Bring Your Own Device),D1.07,27,"Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público"
"LCD, LCD-PL",Inteligência Artificial Simbólica para Ciência de Dados,03605TP01,CDC1,28,Ter,13:00:00,14:30:00,15/11/2022,BYOD (Bring Your Own Device),D1.07,27,"Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público"
"LCD, LCD-PL",Inteligência Artificial Simbólica para Ciência de Dados,03605TP01,CDC1,28,Ter,13:00:00,14:30:00,08/11/2022,BYOD (Bring Your Own Device),D1.07,27,"Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público"
"LCD, LCD-PL",Inteligência Artificial Simbólica para Ciência de Dados,03605TP01,CDC1,28,Ter,14:30:00,16:00:00,29/11/2022,BYOD (Bring Your Own Device),D1.07,27,"Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público"
"LCD, LCD-PL",Inteligência Artificial Simbólica para Ciência de Dados,03605TP01,CDC1,28,Ter,14:30:00,16:00:00,22/11/2022,BYOD (Bring Your Own Device),D1.07,27,"Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público"
"LCD, LCD-PL",Inteligência Artificial Simbólica para Ciência de Dados,03605TP01,CDC1,28,Ter,14:30:00,16:00:00,15/11/2022,BYOD (Bring Your Own Device),D1.07,27,"Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público"
"LCD, LCD-PL",Inteligência Artificial Simbólica para Ciência de Dados,03605TP01,CDC1,28,Ter,14:30:00,16:00:00,08/11/2022,BYOD (Bring Your Own Device),D1.07,27,"Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público"
"LCD, LCD-PL",Inteligência Artificial Simbólica para Ciência de Dados,03605TP01,CDC1,28,Sex,14:30:00,16:00:00,02/12/2022,BYOD (Bring Your Own Device),D1.07,27,"Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público"
"LCD, LCD-PL",Inteligência Artificial Simbólica para Ciência de Dados,03605TP01,CDC1,28,Sex,14:30:00,16:00:00,25/11/2022,BYOD (Bring Your Own Device),D1.07,27,"Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público"
"LCD, LCD-PL",Inteligência Artificial Simbólica para Ciência de Dados,03605TP01,CDC1,28,Sex,14:30:00,16:00:00,18/11/2022,BYOD (Bring Your Own Device),D1.07,27,"Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público"
"LCD, LCD-PL",Inteligência Artificial Simbólica para Ciência de Dados,03605TP01,CDC1,28,Sex,14:30:00,16:00:00,11/11/2022,BYOD (Bring Your Own Device),D1.07,27,"Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público"
"LCD, LCD-PL",Inteligência Artificial Simbólica para Ciência de Dados,03605TP01,CDC1,28,Sex,13:00:00,14:30:00,02/12/2022,BYOD (Bring Your Own Device),D1.07,27,"Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público"
"LCD, LCD-PL",Inteligência Artificial Simbólica para Ciência de Dados,03605TP01,CDC1,28,Sex,13:00:00,14:30:00,25/11/2022,BYOD (Bring Your Own Device),D1.07,27,"Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público"
"LCD, LCD-PL",Inteligência Artificial Simbólica para Ciência de Dados,03605TP01,CDC1,28,Sex,13:00:00,14:30:00,18/11/2022,BYOD (Bring Your Own Device),D1.07,27,"Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público"
"LCD, LCD-PL",Inteligência Artificial Simbólica para Ciência de Dados,03605TP01,CDC1,28,Sex,13:00:00,14:30:00,11/11/2022,BYOD (Bring Your Own Device),D1.07,27,"Sala/anfiteatro aulas, BYOD (Bring Your Own Device), Horário sala visível portal público"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Sex,11:00:00,12:30:00,02/12/2022,Laboratório de Informática,D1.01,35,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Sex,11:00:00,12:30:00,25/11/2022,Laboratório de Informática,D1.01,35,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Sex,11:00:00,12:30:00,18/11/2022,Laboratório de Informática,D1.01,35,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Sex,11:00:00,12:30:00,11/11/2022,Laboratório de Informática,D1.01,35,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Sex,11:00:00,12:30:00,04/11/2022,Laboratório de Informática,D1.01,35,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Sex,11:00:00,12:30:00,28/10/2022,Laboratório de Informática,D1.01,35,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Sex,11:00:00,12:30:00,21/10/2022,Laboratório de Informática,D1.01,35,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Sex,11:00:00,12:30:00,14/10/2022,Laboratório de Informática,D1.01,35,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Sex,11:00:00,12:30:00,07/10/2022,Laboratório de Informática,D1.01,35,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Sex,11:00:00,12:30:00,30/09/2022,Laboratório de Informática,D1.01,35,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Sex,11:00:00,12:30:00,23/09/2022,Laboratório de Informática,D1.01,35,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Sex,11:00:00,12:30:00,16/09/2022,Laboratório de Informática,0S01,41,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Qui,08:00:00,09:30:00,24/11/2022,Laboratório de Informática,0S01,41,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Qui,08:00:00,09:30:00,17/11/2022,Laboratório de Informática,0S01,41,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Qui,08:00:00,09:30:00,10/11/2022,Laboratório de Informática,0S01,41,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Qui,08:00:00,09:30:00,03/11/2022,Laboratório de Informática,0S01,41,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Qui,08:00:00,09:30:00,27/10/2022,Laboratório de Informática,0S01,41,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Qui,08:00:00,09:30:00,20/10/2022,Laboratório de Informática,0S01,41,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Qui,08:00:00,09:30:00,13/10/2022,Laboratório de Informática,0S01,41,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Qui,08:00:00,09:30:00,06/10/2022,Laboratório de Informática,0S01,41,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Qui,08:00:00,09:30:00,29/09/2022,Laboratório de Informática,0S01,41,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Qui,08:00:00,09:30:00,22/09/2022,Laboratório de Informática,0S01,41,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Qui,08:00:00,09:30:00,15/09/2022,Laboratório de Informática,0S01,41,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Sex,09:30:00,11:00:00,09/12/2022,Laboratório de Informática,D1.01,35,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Sex,09:30:00,11:00:00,02/12/2022,Laboratório de Informática,D1.01,35,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Sex,09:30:00,11:00:00,25/11/2022,Laboratório de Informática,D1.01,35,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Sex,09:30:00,11:00:00,18/11/2022,Laboratório de Informática,D1.01,35,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Sex,09:30:00,11:00:00,11/11/2022,Laboratório de Informática,D1.01,35,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Sex,09:30:00,11:00:00,04/11/2022,Laboratório de Informática,D1.01,35,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Sex,09:30:00,11:00:00,28/10/2022,Laboratório de Informática,D1.01,35,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Sex,09:30:00,11:00:00,21/10/2022,Laboratório de Informática,D1.01,35,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Sex,09:30:00,11:00:00,14/10/2022,Laboratório de Informática,D1.01,35,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Sex,09:30:00,11:00:00,07/10/2022,Laboratório de Informática,D1.01,35,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Sex,09:30:00,11:00:00,30/09/2022,Laboratório de Informática,D1.01,35,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Sex,09:30:00,11:00:00,23/09/2022,Laboratório de Informática,D1.01,35,"Horário sala visível portal público, Laboratório de Informática"
LGRH,Análise de Dados em Gestão de Recursos Humanos III,03845TP01,GRHB1,48,Sex,09:30:00,11:00:00,16/09/2022,Laboratório de Informática,0S01,41,"Horário sala visível portal público, Laboratório de Informática"
CIESPP,Análise de Conteúdo com Programas Informáticos,M8107TP01,CI-ESPP-2,59,Ter,18:00:00,20:00:00,06/12/2022,Laboratório de Informática,D1.01,35,"Horário sala visível portal público, Laboratório de Informática"
CIESPP,Análise de Conteúdo com Programas Informáticos,M8107TP01,CI-ESPP-2,59,Ter,18:00:00,20:00:00,29/11/2022,Laboratório de Informática,D1.01,35,"Horário sala visível portal público, Laboratório de Informática"
CIESPP,Análise de Conteúdo com Programas Informáticos,M8107TP01,CI-ESPP-2,59,Ter,18:00:00,20:00:00,22/11/2022,Laboratório de Informática,D1.01,35,"Horário sala visível portal público, Laboratório de Informática"
CIESPP,Análise de Conteúdo com Programas Informáticos,M8107TP01,CI-ESPP-2,59,Ter,18:00:00,20:00:00,15/11/2022,Laboratório de Informática,D1.01,35,"Horário sala visível portal público, Laboratório de Informática"
CIESPP,Análise de Conteúdo com Programas Informáticos,M8107TP01,CI-ESPP-2,59,Ter,18:00:00,20:00:00,08/11/2022,Laboratório de Informática,D1.01,35,"Horário sala visível portal público, Laboratório de Informática"
CIESPP,Análise de Conteúdo com Programas Informáticos,M8107TP01,CI-ESPP-2,59,Ter,18:00:00,20:00:00,25/10/2022,Laboratório de Informática,D1.01,35,"Horário sala visível portal público, Laboratório de Informática"
CIESPP,Análise de Conteúdo com Programas Informáticos,M8107TP01,CI-ESPP-2,59,Ter,18:00:00,20:00:00,18/10/2022,Laboratório de Informática,D1.01,35,"Horário sala visível portal público, Laboratório de Informática"
CIESPP,Análise de Conteúdo com Programas Informáticos,M8107TP01,CI-ESPP-2,59,Ter,18:00:00,20:00:00,11/10/2022,Laboratório de Informática,D1.01,35,"Horário sala visível portal público, Laboratório de Informática"
CIESPP,Análise de Conteúdo com Programas Informáticos,M8107TP01,CI-ESPP-2,59,Ter,18:00:00,20:00:00,04/10/2022,Laboratório de Informática,D1.01,35,"Horário sala visível portal público, Laboratório de Informática"
LG,Finanças de Empresa,FEmpTP05,GC2,40,Qui,09:30:00,11:00:00,24/11/2022,Sala/anfiteatro aulas,AA3.30,24,"Sala/anfiteatro aulas, Horário sala visível portal público"
LG,Finanças de Empresa,FEmpTP05,GC2,40,Qui,09:30:00,11:00:00,17/11/2022,Sala/anfiteatro aulas,AA3.30,24,"Sala/anfiteatro aulas, Horário sala visível portal público"
LG,Finanças de Empresa,FEmpTP05,GC2,40,Qui,09:30:00,11:00:00,10/11/2022,Sala/anfiteatro aulas,AA3.30,24,"Sala/anfiteatro aulas, Horário sala visível portal público"
LG,Finanças de Empresa,FEmpTP05,GC2,40,Qui,09:30:00,11:00:00,03/11/2022,Sala/anfiteatro aulas,AA3.30,24,"Sala/anfiteatro aulas, Horário sala visível portal público"
LG,Finanças de Empresa,FEmpTP05,GC2,40,Qui,09:30:00,11:00:00,27/10/2022,Sala/anfiteatro aulas,AA3.30,24,"Sala/anfiteatro aulas, Horário sala visível portal público"
LG,Finanças de Empresa,FEmpTP05,GC2,40,Qui,09:30:00,11:00:00,20/10/2022,Sala/anfiteatro aulas,AA3.30,24,"Sala/anfiteatro aulas, Horário sala visível portal público"
LG,Finanças de Empresa,FEmpTP05,GC2,40,Qui,09:30:00,11:00:00,13/10/2022,Sala/anfiteatro aulas,AA3.30,24,"Sala/anfiteatro aulas, Horário sala visível portal público"
LG,Finanças de Empresa,FEmpTP05,GC2,40,Qui,09:30:00,11:00:00,06/10/2022,Sala/anfiteatro aulas,AA3.30,24,"Sala/anfiteatro aulas, Horário sala visível portal público"
LG,Finanças de Empresa,FEmpTP05,GC2,40,Qui,09:30:00,11:00:00,29/09/2022,Sala/anfiteatro aulas,AA3.30,24,"Sala/anfiteatro aulas, Horário sala visível portal público"
LG,Finanças de Empresa,FEmpTP05,GC2,40,Qui,09:30:00,11:00:00,22/09/2022,Sala/anfiteatro aulas,AA3.30,24,"Sala/anfiteatro aulas, Horário sala visível portal público"
LG,Finanças de Empresa,FEmpTP05,GC2,40,Qui,09:30:00,11:00:00,15/09/2022,Sala/anfiteatro aulas,AA3.30,24,"Sala/anfiteatro aulas, Horário sala visível portal público"
LG,Finanças de Empresa,FEmpTP05,GC2,40,Qua,09:30:00,11:00:00,30/11/2022,Sala/anfiteatro aulas,AA3.40,30,"Sala/anfiteatro aulas, Horário sala visível portal público"
MCCTI,"Dissertação em Comunicação, Cultura e Tecnologias da Informação",DCCTIS02,MCCTI_B1,74,Qua,18:00:00,19:00:00,02/11/2022,Sala/anfiteatro aulas,B2.02,60,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
MCCTI,"Dissertação em Comunicação, Cultura e Tecnologias da Informação",DCCTIS02,MCCTI_B1,74,Qua,18:00:00,20:00:00,26/10/2022,Sala/anfiteatro aulas,B2.02,60,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
MCCTI,"Dissertação em Comunicação, Cultura e Tecnologias da Informação",DCCTIS02,MCCTI_B1,74,Qua,18:00:00,20:00:00,19/10/2022,Sala/anfiteatro aulas,B2.02,60,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
MCCTI,"Dissertação em Comunicação, Cultura e Tecnologias da Informação",DCCTIS02,MCCTI_B1,74,Qua,18:00:00,20:00:00,12/10/2022,Sala/anfiteatro aulas,B2.02,60,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
MCCTI,"Dissertação em Comunicação, Cultura e Tecnologias da Informação",DCCTIS02,MCCTI_B1,74,Qua,18:00:00,20:00:00,28/09/2022,Sala/anfiteatro aulas,B2.02,60,"Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público"
"LS, LS-PL",Teorias Sociológicas Contemporâneas,L6103TP03,"SB2, SB1",61,Seg,16:00:00,17:30:00,28/11/2022,Sala de Aulas normal,Auditório Silva Leal,60,"Sala/anfiteatro aulas, Horário sala visível portal público"
"LS, LS-PL",Teorias Sociológicas Contemporâneas,L6103TP03,"SB2, SB1",61,Seg,16:00:00,17:30:00,21/11/2022,Sala de Aulas normal,Auditório Silva Leal,60,"Sala/anfiteatro aulas, Horário sala visível portal público"
"LS, LS-PL",Teorias Sociológicas Contemporâneas,L6103TP03,"SB2, SB1",61,Seg,16:00:00,17:30:00,14/11/2022,Sala Aulas Mestrado,Auditório Silva Leal,60,"Sala/anfiteatro aulas, Horário sala visível portal público"
"LS, LS-PL",Teorias Sociológicas Contemporâneas,L6103TP03,"SB2, SB1",61,Seg,16:00:00,17:30:00,07/11/2022,Sala de Aulas normal,Auditório Silva Leal,60,"Sala/anfiteatro aulas, Horário sala visível portal público"
"LS, LS-PL",Teorias Sociológicas Contemporâneas,L6103TP03,"SB2, SB1",61,Seg,16:00:00,17:30:00,24/10/2022,Sala de Aulas normal,Auditório Silva Leal,60,"Sala/anfiteatro aulas, Horário sala visível portal público"
"LS, LS-PL",Teorias Sociológicas Contemporâneas,L6103TP03,"SB2, SB1",61,Seg,16:00:00,17:30:00,17/10/2022,Sala de Aulas normal,Auditório Silva Leal,60,"Sala/anfiteatro aulas, Horário sala visível portal público"
"LS, LS-PL",Teorias Sociológicas Contemporâneas,L6103TP03,"SB2, SB1",61,Seg,16:00:00,17:30:00,10/10/2022,Sala de Aulas normal,Auditório Silva Leal,60,"Sala/anfiteatro aulas, Horário sala visível portal público"
"LS, LS-PL",Teorias Sociológicas Contemporâneas,L6103TP03,"SB2, SB1",61,Seg,16:00:00,17:30:00,03/10/2022,Sala de Aulas normal,Auditório Silva Leal,60,"Sala/anfiteatro aulas, Horário sala visível portal público"
"LS, LS-PL",Teorias Sociológicas Contemporâneas,L6103TP03,"SB2, SB1",61,Seg,16:00:00,17:30:00,26/09/2022,Sala de Aulas normal,Auditório Silva Leal,60,"Sala/anfiteatro aulas, Horário sala visível portal público"
"LS, LS-PL",Teorias Sociológicas Contemporâneas,L6103TP03,"SB2, SB1",61,Seg,16:00:00,17:30:00,19/09/2022,Sala de Aulas normal,Auditório Silva Leal,60,"Sala/anfiteatro aulas, Horário sala visível portal público"
"LS, LS-PL",Teorias Sociológicas Contemporâneas,L6103TP03,"SB2, SB1",61,Seg,16:00:00,17:30:00,12/09/2022,Sala de Aulas normal,AA3.28,44,"Sala/anfiteatro aulas, Horário sala visível portal público"
"LS, LS-PL",Teorias Sociológicas Contemporâneas,L6103TP03,"SB2, SB1",61,Seg,14:30:00,16:00:00,28/11/2022,Sala de Aulas normal,Auditório Silva Leal,60,"Sala/anfiteatro aulas, Horário sala visível portal público"
"LS, LS-PL",Teorias Sociológicas Contemporâneas,L6103TP03,"SB2, SB1",61,Seg,14:30:00,16:00:00,21/11/2022,Sala de Aulas normal,Auditório Silva Leal,60,"Sala/anfiteatro aulas, Horário sala visível portal público"
"LS, LS-PL",Teorias Sociológicas Contemporâneas,L6103TP03,"SB2, SB1",61,Seg,14:30:00,16:00:00,14/11/2022,Sala de Aulas normal,Auditório Silva Leal,60,"Sala/anfiteatro aulas, Horário sala visível portal público"
